Fecha	Abrir	Máx.	Mín.	Cierre*	Cierre ajus.**	Volumen
20 dic 2023	4764,73	4778,01	4697,82	4698,35	4698,35	4.201.320.000
19 dic 2023	4743,72	4768,69	4743,72	4768,37	4768,37	4.026.970.000
18 dic 2023	4725,58	4749,52	4725,58	4740,56	4740,56	4.060.340.000
15 dic 2023	4714,23	4725,53	4704,69	4719,19	4719,19	8.218.980.000
14 dic 2023	4721,04	4738,57	4694,34	4719,55	4719,55	6.314.040.000
13 dic 2023	4646,20	4709,69	4643,23	4707,09	4707,09	5.063.650.000
12 dic 2023	4618,30	4643,93	4608,09	4643,70	4643,70	3.808.380.000
11 dic 2023	4593,39	4623,71	4593,39	4622,44	4622,44	3.823.210.000
08 dic 2023	4576,20	4609,23	4574,06	4604,37	4604,37	3.707.010.000
07 dic 2023	4568,84	4590,92	4565,22	4585,59	4585,59	3.818.880.000
06 dic 2023	4586,23	4590,74	4546,50	4549,34	4549,34	4.245.680.000
05 dic 2023	4557,25	4578,56	4551,68	4567,18	4567,18	3.909.950.000
04 dic 2023	4564,37	4572,37	4546,72	4569,78	4569,78	4.369.910.000
01 dic 2023	4559,43	4599,39	4554,71	4594,63	4594,63	4.397.120.000
30 nov 2023	4554,87	4569,89	4537,24	4567,80	4567,80	5.399.300.000
29 nov 2023	4571,84	4587,64	4547,15	4550,58	4550,58	4.418.760.000
28 nov 2023	4545,55	4568,14	4540,51	4554,89	4554,89	3.586.240.000
27 nov 2023	4554,86	4560,52	4546,32	4550,43	4550,43	3.403.990.000
24 nov 2023	4555,84	4560,31	4552,80	4559,34	4559,34	1.639.500.000
22 nov 2023	4553,04	4568,43	4545,05	4556,62	4556,62	3.042.810.000
21 nov 2023	4538,77	4542,14	4525,51	4538,19	4538,19	3.511.080.000
20 nov 2023	4511,70	4557,11	4510,36	4547,38	4547,38	3.644.790.000
17 nov 2023	4509,55	4520,12	4499,66	4514,02	4514,02	3.777.240.000
16 nov 2023	4497,08	4511,99	4487,83	4508,24	4508,24	3.964.520.000
15 nov 2023	4505,30	4521,17	4495,31	4502,88	4502,88	4.347.170.000
14 nov 2023	4458,97	4508,67	4458,97	4495,70	4495,70	4.700.350.000
13 nov 2023	4406,66	4421,76	4393,82	4411,55	4411,55	3.326.240.000
10 nov 2023	4364,15	4418,03	4353,34	4415,24	4415,24	3.665.080.000
09 nov 2023	4391,41	4393,40	4343,94	4347,35	4347,35	3.900.780.000
08 nov 2023	4384,37	4391,20	4359,76	4382,78	4382,78	3.729.510.000
07 nov 2023	4366,21	4386,26	4355,41	4378,38	4378,38	3.791.230.000
06 nov 2023	4364,27	4372,21	4347,53	4365,98	4365,98	3.656.340.000
03 nov 2023	4334,23	4373,62	4334,23	4358,34	4358,34	4.570.960.000
02 nov 2023	4268,26	4319,72	4268,26	4317,78	4317,78	4.669.780.000
01 nov 2023	4201,27	4245,64	4197,74	4237,86	4237,86	4.224.900.000
31 oct 2023	4171,33	4195,55	4153,12	4193,80	4193,80	4.249.470.000
30 oct 2023	4139,39	4177,47	4132,94	4166,82	4166,82	3.911.140.000
27 oct 2023	4152,93	4156,70	4103,78	4117,37	4117,37	4.019.500.000
26 oct 2023	4175,99	4183,60	4127,90	4137,23	4137,23	4.277.640.000
25 oct 2023	4232,42	4232,42	4181,42	4186,77	4186,77	3.869.370.000
24 oct 2023	4235,79	4259,38	4219,43	4247,68	4247,68	3.821.820.000
23 oct 2023	4210,40	4255,84	4189,22	4217,04	4217,04	3.776.100.000
20 oct 2023	4273,85	4276,56	4223,03	4224,16	4224,16	4.004.030.000
19 oct 2023	4321,36	4339,54	4269,69	4278,00	4278,00	3.969.730.000
18 oct 2023	4357,35	4364,20	4303,84	4314,60	4314,60	3.686.030.000
17 oct 2023	4345,23	4393,57	4337,54	4373,20	4373,20	3.794.850.000
16 oct 2023	4342,37	4383,33	4342,37	4373,63	4373,63	3.409.960.000
13 oct 2023	4360,49	4377,10	4311,97	4327,78	4327,78	3.566.560.000
12 oct 2023	4380,94	4385,85	4325,43	4349,61	4349,61	3.713.140.000
11 oct 2023	4366,59	4378,64	4345,34	4376,95	4376,95	3.601.660.000
10 oct 2023	4339,75	4385,46	4339,64	4358,24	4358,24	3.520.240.000
09 oct 2023	4289,02	4341,73	4283,79	4335,66	4335,66	3.174.630.000
06 oct 2023	4234,79	4324,10	4219,55	4308,50	4308,50	3.902.030.000
05 oct 2023	4259,31	4267,13	4225,91	4258,19	4258,19	3.581.470.000
04 oct 2023	4233,83	4268,50	4220,48	4263,75	4263,75	3.777.600.000
03 oct 2023	4269,75	4281,15	4216,45	4229,45	4229,45	3.953.830.000
02 oct 2023	4284,52	4300,58	4260,21	4288,39	4288,39	3.938.660.000
29 sept 2023	4328,18	4333,15	4274,86	4288,05	4288,05	3.865.960.000
28 sept 2023	4269,65	4317,27	4264,38	4299,70	4299,70	3.846.230.000
27 sept 2023	4282,63	4292,07	4238,63	4274,51	4274,51	3.875.880.000
26 sept 2023	4312,88	4313,01	4265,98	4273,53	4273,53	3.472.340.000
25 sept 2023	4310,62	4338,51	4302,70	4337,44	4337,44	3.195.650.000
22 sept 2023	4341,74	4357,40	4316,49	4320,06	4320,06	3.349.570.000
21 sept 2023	4374,36	4375,70	4329,17	4330,00	4330,00	3.662.340.000
20 sept 2023	4452,81	4461,03	4401,38	4402,20	4402,20	3.308.450.000
19 sept 2023	4445,41	4449,85	4416,61	4443,95	4443,95	3.614.880.000
18 sept 2023	4445,13	4466,36	4442,11	4453,53	4453,53	3.161.230.000
15 sept 2023	4497,98	4497,98	4447,21	4450,32	4450,32	6.932.230.000
14 sept 2023	4487,78	4511,99	4478,69	4505,10	4505,10	3.648.720.000
13 sept 2023	4462,65	4479,39	4453,52	4467,44	4467,44	3.529.430.000
12 sept 2023	4473,27	4487,11	4456,83	4461,90	4461,90	3.435.740.000
11 sept 2023	4480,98	4490,77	4467,89	4487,46	4487,46	3.369.920.000
08 sept 2023	4451,30	4473,53	4448,38	4457,49	4457,49	3.259.290.000
07 sept 2023	4434,55	4457,81	4430,46	4451,14	4451,14	3.763.760.000
06 sept 2023	4490,35	4490,35	4442,38	4465,48	4465,48	3.418.850.000
05 sept 2023	4510,06	4514,29	4496,01	4496,83	4496,83	3.526.250.000
01 sept 2023	4530,60	4541,25	4501,35	4515,77	4515,77	3.246.260.000
31 ago 2023	4517,01	4532,26	4507,39	4507,66	4507,66	3.946.360.000
30 ago 2023	4500,34	4521,65	4493,59	4514,87	4514,87	3.064.110.000
29 ago 2023	4432,75	4500,14	4431,68	4497,63	4497,63	3.354.820.000
28 ago 2023	4426,03	4439,56	4414,98	4433,31	4433,31	2.957.230.000
25 ago 2023	4389,38	4418,46	4356,29	4405,71	4405,71	3.296.180.000
24 ago 2023	4455,16	4458,30	4375,55	4376,31	4376,31	3.723.470.000
23 ago 2023	4396,44	4443,18	4396,44	4436,01	4436,01	3.837.270.000
22 ago 2023	4415,33	4418,59	4382,77	4387,55	4387,55	3.522.760.000
21 ago 2023	4380,28	4407,55	4360,30	4399,77	4399,77	3.726.850.000
18 ago 2023	4344,88	4381,82	4335,31	4369,71	4369,71	3.940.400.000
17 ago 2023	4416,32	4421,17	4364,83	4370,36	4370,36	3.943.700.000
16 ago 2023	4433,79	4449,95	4403,55	4404,33	4404,33	3.753.910.000
15 ago 2023	4478,87	4478,87	4432,19	4437,86	4437,86	3.832.250.000
14 ago 2023	4458,13	4490,33	4453,44	4489,72	4489,72	3.896.410.000
11 ago 2023	4450,69	4476,23	4443,98	4464,05	4464,05	3.753.290.000
10 ago 2023	4487,16	4527,37	4457,92	4468,83	4468,83	4.504.370.000
09 ago 2023	4501,57	4502,44	4461,33	4467,71	4467,71	3.803.100.000
08 ago 2023	4498,03	4503,31	4464,39	4499,38	4499,38	3.884.910.000
07 ago 2023	4491,58	4519,84	4491,15	4518,44	4518,44	3.493.920.000
04 ago 2023	4513,96	4540,34	4474,55	4478,03	4478,03	4.143.310.000
03 ago 2023	4494,27	4519,49	4485,54	4501,89	4501,89	4.149.120.000
02 ago 2023	4550,93	4550,93	4505,75	4513,39	4513,39	4.270.710.000
01 ago 2023	4578,83	4584,62	4567,53	4576,73	4576,73	4.042.370.000
31 jul 2023	4584,82	4594,22	4573,14	4588,96	4588,96	4.503.600.000
28 jul 2023	4565,75	4590,16	4564,01	4582,23	4582,23	3.981.010.000
27 jul 2023	4598,26	4607,07	4528,56	4537,41	4537,41	4.553.210.000
26 jul 2023	4558,96	4582,47	4547,58	4566,75	4566,75	3.990.290.000
25 jul 2023	4555,19	4580,62	4552,42	4567,46	4567,46	3.812.470.000
24 jul 2023	4543,39	4563,41	4541,29	4554,64	4554,64	3.856.250.000
21 jul 2023	4550,16	4555,00	4535,79	4536,34	4536,34	3.570.190.000
20 jul 2023	4554,38	4564,74	4527,56	4534,87	4534,87	3.761.770.000
19 jul 2023	4563,87	4578,43	4557,48	4565,72	4565,72	4.115.670.000
18 jul 2023	4521,78	4562,30	4514,59	4554,98	4554,98	4.090.010.000
17 jul 2023	4508,86	4532,85	4504,90	4522,79	4522,79	3.538.240.000
14 jul 2023	4514,61	4527,76	4499,56	4505,42	4505,42	3.647.450.000
13 jul 2023	4491,50	4517,38	4489,36	4510,04	4510,04	3.839.530.000
12 jul 2023	4467,69	4488,34	4463,23	4472,16	4472,16	3.920.290.000
11 jul 2023	4415,55	4443,64	4408,46	4439,26	4439,26	3.624.220.000
10 jul 2023	4394,23	4412,60	4389,92	4409,53	4409,53	3.429.600.000
07 jul 2023	4404,54	4440,39	4397,40	4398,95	4398,95	3.630.480.000
06 jul 2023	4422,62	4422,62	4385,05	4411,59	4411,59	3.682.020.000
05 jul 2023	4442,04	4454,06	4436,61	4446,82	4446,82	3.482.620.000
03 jul 2023	4450,48	4456,46	4442,29	4455,59	4455,59	2.034.280.000
30 jun 2023	4422,44	4458,48	4422,44	4450,38	4450,38	3.923.450.000
29 jun 2023	4374,94	4398,39	4371,97	4396,44	4396,44	3.696.660.000
28 jun 2023	4367,48	4390,35	4360,22	4376,86	4376,86	3.739.330.000
27 jun 2023	4337,36	4384,42	4335,00	4378,41	4378,41	3.573.500.000
26 jun 2023	4344,84	4362,06	4328,08	4328,82	4328,82	3.415.030.000
23 jun 2023	4354,17	4366,55	4341,34	4348,33	4348,33	6.053.620.000
22 jun 2023	4355,40	4382,25	4351,82	4381,89	4381,89	3.511.000.000
21 jun 2023	4380,01	4386,22	4360,14	4365,69	4365,69	3.709.330.000
20 jun 2023	4396,11	4400,15	4367,19	4388,71	4388,71	4.055.790.000
16 jun 2023	4440,95	4448,47	4407,44	4409,59	4409,59	6.848.600.000
15 jun 2023	4365,33	4439,20	4362,60	4425,84	4425,84	4.176.690.000
14 jun 2023	4366,29	4391,82	4337,85	4372,59	4372,59	4.252.110.000
13 jun 2023	4352,61	4375,37	4349,31	4369,01	4369,01	4.275.400.000
12 jun 2023	4308,32	4340,13	4304,37	4338,93	4338,93	3.945.670.000
09 jun 2023	4304,88	4322,62	4291,70	4298,86	4298,86	3.786.510.000
08 jun 2023	4268,69	4298,01	4261,07	4293,93	4293,93	3.826.740.000
07 jun 2023	4285,47	4299,19	4263,96	4267,52	4267,52	4.537.800.000
06 jun 2023	4271,34	4288,33	4263,09	4283,85	4283,85	3.996.560.000
05 jun 2023	4282,99	4299,28	4266,82	4273,79	4273,79	3.813.290.000
02 jun 2023	4241,01	4290,67	4241,01	4282,37	4282,37	4.454.200.000
01 jun 2023	4183,03	4232,43	4171,64	4221,02	4221,02	4.391.860.000
31 may 2023	4190,74	4195,44	4166,15	4179,83	4179,83	5.980.670.000
30 may 2023	4226,71	4231,10	4192,18	4205,52	4205,52	4.228.510.000
26 may 2023	4156,16	4212,87	4156,16	4205,45	4205,45	3.715.460.000
25 may 2023	4155,71	4165,74	4129,73	4151,28	4151,28	4.147.760.000
24 may 2023	4132,96	4132,96	4103,98	4115,24	4115,24	3.739.160.000
23 may 2023	4176,80	4185,68	4142,54	4145,58	4145,58	4.155.320.000
22 may 2023	4190,78	4209,22	4179,68	4192,63	4192,63	3.728.520.000
19 may 2023	4204,15	4212,91	4180,20	4191,98	4191,98	4.041.900.000
18 may 2023	4157,68	4202,20	4153,50	4198,05	4198,05	3.980.500.000
17 may 2023	4122,85	4164,67	4113,62	4158,77	4158,77	4.039.080.000
16 may 2023	4127,95	4135,54	4109,86	4109,90	4109,90	3.654.200.000
15 may 2023	4126,65	4141,25	4110,27	4136,28	4136,28	3.562.170.000
12 may 2023	4138,54	4143,74	4099,12	4124,08	4124,08	3.533.740.000
11 may 2023	4132,24	4132,80	4109,29	4130,62	4130,62	3.752.900.000
10 may 2023	4143,74	4154,28	4098,92	4137,64	4137,64	4.057.160.000
09 may 2023	4124,25	4130,35	4116,65	4119,17	4119,17	3.810.140.000
08 may 2023	4136,98	4142,30	4123,81	4138,12	4138,12	3.641.640.000
05 may 2023	4084,73	4147,02	4084,73	4136,25	4136,25	4.186.270.000
04 may 2023	4082,55	4082,61	4048,28	4061,22	4061,22	4.920.090.000
03 may 2023	4122,25	4148,30	4088,86	4090,75	4090,75	4.246.510.000
02 may 2023	4164,10	4164,10	4089,72	4119,58	4119,58	4.486.130.000
01 may 2023	4166,79	4186,92	4164,12	4167,87	4167,87	3.321.370.000
28 abr 2023	4129,63	4170,06	4127,18	4169,48	4169,48	4.087.800.000
27 abr 2023	4075,29	4138,24	4075,29	4135,35	4135,35	3.750.550.000
26 abr 2023	4087,78	4089,67	4049,35	4055,99	4055,99	3.837.030.000
25 abr 2023	4126,43	4126,43	4071,38	4071,63	4071,63	3.978.640.000
24 abr 2023	4132,07	4142,41	4117,77	4137,04	4137,04	3.290.940.000
21 abr 2023	4132,14	4138,02	4113,86	4133,52	4133,52	3.611.750.000
20 abr 2023	4130,48	4148,57	4114,57	4129,79	4129,79	3.772.080.000
19 abr 2023	4139,33	4162,57	4134,49	4154,52	4154,52	3.572.560.000
18 abr 2023	4164,26	4169,48	4140,36	4154,87	4154,87	3.536.640.000
17 abr 2023	4137,17	4151,72	4123,18	4151,32	4151,32	3.611.180.000
14 abr 2023	4140,11	4163,19	4113,20	4137,64	4137,64	3.575.690.000
13 abr 2023	4100,04	4150,26	4099,40	4146,22	4146,22	3.596.590.000
12 abr 2023	4121,72	4134,37	4086,94	4091,95	4091,95	3.633.120.000
11 abr 2023	4110,29	4124,26	4102,61	4108,94	4108,94	3.665.830.000
10 abr 2023	4085,20	4109,50	4072,55	4109,11	4109,11	3.423.650.000
06 abr 2023	4081,15	4107,32	4069,84	4105,02	4105,02	3.486.690.000
05 abr 2023	4094,50	4099,69	4072,56	4090,38	4090,38	3.968.020.000
04 abr 2023	4128,03	4133,13	4086,87	4100,60	4100,60	4.227.800.000
03 abr 2023	4102,20	4127,66	4098,79	4124,51	4124,51	4.234.700.000
31 mar 2023	4056,18	4110,75	4056,18	4109,31	4109,31	4.525.120.000
30 mar 2023	4046,74	4057,85	4032,10	4050,83	4050,83	3.930.860.000
29 mar 2023	3999,53	4030,59	3999,53	4027,81	4027,81	4.145.250.000
28 mar 2023	3974,13	3979,20	3951,53	3971,27	3971,27	4.014.600.000
27 mar 2023	3982,93	4003,83	3970,49	3977,53	3977,53	4.233.540.000
24 mar 2023	3939,21	3972,74	3909,16	3970,99	3970,99	4.583.970.000
23 mar 2023	3959,21	4007,66	3919,05	3948,72	3948,72	4.991.600.000
22 mar 2023	4002,04	4039,49	3936,17	3936,97	3936,97	4.533.010.000
21 mar 2023	3975,89	4009,08	3971,19	4002,87	4002,87	4.920.240.000
20 mar 2023	3917,47	3956,62	3916,89	3951,57	3951,57	5.347.140.000
17 mar 2023	3958,69	3958,91	3901,27	3916,64	3916,64	9.354.280.000
16 mar 2023	3878,93	3964,46	3864,11	3960,28	3960,28	5.695.790.000
15 mar 2023	3876,74	3894,26	3838,24	3891,93	3891,93	6.594.010.000
14 mar 2023	3894,01	3937,29	3873,63	3919,29	3919,29	5.665.870.000
13 mar 2023	3835,12	3905,05	3808,86	3855,76	3855,76	6.558.020.000
10 mar 2023	3912,77	3934,05	3846,32	3861,59	3861,59	5.518.190.000
09 mar 2023	3998,66	4017,81	3908,70	3918,32	3918,32	4.445.260.000
08 mar 2023	3987,55	4000,41	3969,76	3992,01	3992,01	3.535.570.000
07 mar 2023	4048,26	4050,00	3980,31	3986,37	3986,37	3.922.500.000
06 mar 2023	4055,15	4078,49	4044,61	4048,42	4048,42	4.000.870.000
03 mar 2023	3998,02	4048,29	3995,17	4045,64	4045,64	4.084.730.000
02 mar 2023	3938,68	3990,84	3928,16	3981,35	3981,35	4.244.900.000
01 mar 2023	3963,34	3971,73	3939,05	3951,39	3951,39	4.249.480.000
28 feb 2023	3977,19	3997,50	3968,98	3970,15	3970,15	5.043.400.000
27 feb 2023	3992,36	4018,05	3973,55	3982,24	3982,24	3.836.950.000
24 feb 2023	3973,24	3978,25	3943,08	3970,04	3970,04	3.877.700.000
23 feb 2023	4018,60	4028,30	3969,19	4012,32	4012,32	3.952.940.000
22 feb 2023	4001,83	4017,37	3976,90	3991,05	3991,05	4.079.320.000
21 feb 2023	4052,35	4052,35	3995,19	3997,34	3997,34	4.121.590.000
17 feb 2023	4077,39	4081,51	4047,95	4079,09	4079,09	4.045.480.000
16 feb 2023	4114,75	4136,54	4089,49	4090,41	4090,41	4.143.660.000
15 feb 2023	4119,50	4148,11	4103,98	4147,60	4147,60	4.075.980.000
14 feb 2023	4126,70	4159,77	4095,01	4136,13	4136,13	3.929.200.000
13 feb 2023	4096,62	4138,90	4092,67	4137,29	4137,29	3.448.620.000
10 feb 2023	4068,92	4094,36	4060,79	4090,46	4090,46	3.891.520.000
09 feb 2023	4144,25	4156,23	4069,67	4081,50	4081,50	4.270.200.000
08 feb 2023	4153,47	4156,85	4111,67	4117,86	4117,86	4.029.820.000
07 feb 2023	4105,35	4176,54	4088,39	4164,00	4164,00	4.355.860.000
06 feb 2023	4119,57	4124,63	4093,38	4111,08	4111,08	4.114.240.000
03 feb 2023	4136,69	4182,36	4123,36	4136,48	4136,48	4.694.510.000
02 feb 2023	4158,68	4195,44	4141,88	4179,76	4179,76	5.624.360.000
01 feb 2023	4070,07	4148,95	4037,20	4119,21	4119,21	4.856.930.000
31 ene 2023	4020,85	4077,16	4020,44	4076,60	4076,60	4.679.320.000
30 ene 2023	4049,27	4063,85	4015,55	4017,77	4017,77	3.802.000.000
27 ene 2023	4053,72	4094,21	4048,70	4070,56	4070,56	3.907.760.000
26 ene 2023	4036,08	4061,57	4013,29	4060,43	4060,43	3.809.590.000
25 ene 2023	3982,71	4019,55	3949,06	4016,22	4016,22	3.724.020.000
24 ene 2023	4001,74	4023,92	3989,79	4016,95	4016,95	3.320.430.000
23 ene 2023	3978,14	4039,31	3971,64	4019,81	4019,81	3.945.210.000
20 ene 2023	3909,04	3972,96	3897,86	3972,61	3972,61	4.013.360.000
19 ene 2023	3911,84	3922,94	3885,54	3898,85	3898,85	3.991.500.000
18 ene 2023	4002,25	4014,16	3926,59	3928,86	3928,86	4.298.710.000
17 ene 2023	3999,28	4015,39	3984,57	3990,97	3990,97	4.235.560.000
13 ene 2023	3960,60	4003,95	3947,67	3999,09	3999,09	3.939.700.000
12 ene 2023	3977,57	3997,76	3937,56	3983,17	3983,17	4.440.260.000
11 ene 2023	3932,35	3970,07	3928,54	3969,61	3969,61	4.303.360.000
10 ene 2023	3888,57	3919,83	3877,29	3919,25	3919,25	3.851.030.000
09 ene 2023	3910,82	3950,57	3890,42	3892,09	3892,09	4.311.770.000
06 ene 2023	3823,37	3906,19	3809,56	3895,08	3895,08	3.923.560.000
05 ene 2023	3839,74	3839,74	3802,42	3808,10	3808,10	3.893.450.000
04 ene 2023	3840,36	3873,16	3815,77	3852,97	3852,97	4.414.080.000
03 ene 2023	3853,29	3878,46	3794,33	3824,14	3824,14	3.959.140.000
30 dic 2022	3829,06	3839,85	3800,34	3839,50	3839,50	2.979.870.000
29 dic 2022	3805,45	3858,19	3805,45	3849,28	3849,28	3.003.680.000
28 dic 2022	3829,56	3848,32	3780,78	3783,22	3783,22	3.083.520.000
27 dic 2022	3843,34	3846,65	3813,22	3829,25	3829,25	3.030.300.000
23 dic 2022	3815,11	3845,80	3797,01	3844,82	3844,82	2.819.280.000
22 dic 2022	3853,26	3853,26	3764,49	3822,39	3822,39	3.956.950.000
21 dic 2022	3839,49	3889,82	3839,49	3878,44	3878,44	3.775.200.000
20 dic 2022	3810,47	3838,24	3795,62	3821,62	3821,62	3.985.370.000
19 dic 2022	3853,79	3854,86	3800,04	3817,66	3817,66	3.969.610.000
16 dic 2022	3890,91	3890,91	3827,91	3852,36	3852,36	7.493.660.000
15 dic 2022	3958,37	3958,37	3879,45	3895,75	3895,75	4.493.900.000
14 dic 2022	4015,54	4053,76	3965,65	3995,32	3995,32	4.472.340.000
13 dic 2022	4069,38	4100,96	3993,03	4019,65	4019,65	5.079.360.000
12 dic 2022	3939,29	3990,71	3935,30	3990,56	3990,56	3.904.130.000
09 dic 2022	3954,17	3977,02	3933,04	3934,38	3934,38	3.888.260.000
08 dic 2022	3947,79	3974,19	3935,83	3963,51	3963,51	4.006.900.000
07 dic 2022	3933,28	3957,57	3922,68	3933,92	3933,92	4.118.050.000
06 dic 2022	3996,63	4001,51	3918,39	3941,26	3941,26	4.368.380.000
05 dic 2022	4052,02	4052,45	3984,49	3998,84	3998,84	4.280.820.000
02 dic 2022	4040,17	4080,48	4026,63	4071,70	4071,70	4.012.620.000
01 dic 2022	4087,14	4100,51	4050,87	4076,57	4076,57	4.527.130.000
30 nov 2022	3957,18	4080,11	3938,58	4080,11	4080,11	6.579.360.000
29 nov 2022	3964,19	3976,77	3937,65	3957,63	3957,63	3.546.040.000
28 nov 2022	4005,36	4012,27	3955,77	3963,94	3963,94	3.615.430.000
25 nov 2022	4023,34	4034,02	4020,76	4026,12	4026,12	1.706.460.000
23 nov 2022	4000,30	4033,78	3998,66	4027,26	4027,26	3.279.720.000
22 nov 2022	3965,51	4005,88	3956,88	4003,58	4003,58	3.887.990.000
21 nov 2022	3956,23	3962,00	3933,34	3949,94	3949,94	3.850.690.000
18 nov 2022	3966,39	3979,89	3935,98	3965,34	3965,34	4.037.360.000
17 nov 2022	3919,26	3954,33	3906,54	3946,56	3946,56	4.051.780.000
16 nov 2022	3976,82	3983,09	3954,34	3958,79	3958,79	4.165.320.000
15 nov 2022	4006,41	4028,84	3953,17	3991,73	3991,73	5.015.310.000
14 nov 2022	3977,97	4008,97	3956,40	3957,25	3957,25	4.561.930.000
11 nov 2022	3963,72	4001,48	3944,82	3992,93	3992,93	5.593.310.000
10 nov 2022	3859,89	3958,33	3859,89	3956,37	3956,37	5.781.260.000
09 nov 2022	3810,94	3818,20	3744,22	3748,57	3748,57	4.645.010.000
08 nov 2022	3817,02	3859,40	3786,28	3828,11	3828,11	4.607.640.000
07 nov 2022	3780,71	3813,95	3764,70	3806,80	3806,80	4.341.620.000
04 nov 2022	3766,98	3796,34	3708,84	3770,55	3770,55	5.400.180.000
03 nov 2022	3733,25	3750,59	3698,15	3719,89	3719,89	4.625.290.000
02 nov 2022	3852,90	3894,44	3758,68	3759,69	3759,69	4.899.000.000
01 nov 2022	3901,79	3911,79	3843,80	3856,10	3856,10	4.481.210.000
31 oct 2022	3881,85	3893,73	3863,18	3871,98	3871,98	4.820.620.000
28 oct 2022	3808,26	3905,42	3808,26	3901,06	3901,06	4.459.410.000
27 oct 2022	3834,69	3859,95	3803,79	3807,30	3807,30	4.687.320.000
26 oct 2022	3825,97	3886,15	3824,07	3830,60	3830,60	4.817.310.000
25 oct 2022	3799,44	3862,85	3799,44	3859,11	3859,11	4.843.120.000
24 oct 2022	3762,01	3810,74	3741,65	3797,34	3797,34	4.747.930.000
21 oct 2022	3657,10	3757,89	3647,42	3752,75	3752,75	5.078.020.000
20 oct 2022	3689,05	3736,00	3656,44	3665,78	3665,78	4.496.620.000
19 oct 2022	3703,11	3728,58	3666,51	3695,16	3695,16	4.223.800.000
18 oct 2022	3746,26	3762,79	3686,53	3719,98	3719,98	4.483.740.000
17 oct 2022	3638,65	3689,73	3638,65	3677,95	3677,95	4.352.780.000
14 oct 2022	3690,41	3712,00	3579,68	3583,07	3583,07	4.243.030.000
13 oct 2022	3520,37	3685,41	3491,58	3669,91	3669,91	5.021.680.000
12 oct 2022	3590,83	3608,34	3573,86	3577,03	3577,03	4.006.830.000
11 oct 2022	3595,86	3640,66	3568,45	3588,84	3588,84	4.759.030.000
10 oct 2022	3647,51	3652,17	3588,10	3612,39	3612,39	3.834.320.000
07 oct 2022	3706,74	3706,74	3620,73	3639,66	3639,66	4.449.660.000
06 oct 2022	3771,97	3797,93	3739,22	3744,52	3744,52	4.252.100.000
05 oct 2022	3753,25	3806,91	3722,66	3783,28	3783,28	4.293.180.000
04 oct 2022	3726,46	3791,92	3726,46	3790,93	3790,93	5.146.580.000
03 oct 2022	3609,78	3698,35	3604,93	3678,43	3678,43	4.806.680.000
30 sept 2022	3633,48	3671,44	3584,13	3585,62	3585,62	5.645.360.000
29 sept 2022	3687,01	3687,01	3610,40	3640,47	3640,47	4.681.810.000
28 sept 2022	3651,94	3736,74	3640,61	3719,04	3719,04	4.684.850.000
27 sept 2022	3686,44	3717,53	3623,29	3647,29	3647,29	4.577.740.000
26 sept 2022	3682,72	3715,67	3644,76	3655,04	3655,04	4.886.140.000
23 sept 2022	3727,14	3727,14	3647,47	3693,23	3693,23	5.144.270.000
22 sept 2022	3782,36	3790,90	3749,45	3757,99	3757,99	4.284.600.000
21 sept 2022	3871,40	3907,07	3789,49	3789,93	3789,93	4.078.330.000
20 sept 2022	3875,23	3876,01	3827,54	3855,93	3855,93	4.058.050.000
19 sept 2022	3849,91	3900,45	3838,50	3899,89	3899,89	3.766.850.000
16 sept 2022	3880,95	3880,95	3837,08	3873,33	3873,33	7.954.650.000
15 sept 2022	3932,41	3959,14	3888,28	3901,35	3901,35	4.441.830.000
14 sept 2022	3940,73	3961,94	3912,18	3946,01	3946,01	4.293.240.000
13 sept 2022	4037,12	4037,12	3921,28	3932,69	3932,69	4.224.550.000
12 sept 2022	4083,67	4119,28	4083,67	4110,41	4110,41	3.814.200.000
09 sept 2022	4022,94	4076,81	4022,94	4067,36	4067,36	3.901.940.000
08 sept 2022	3959,94	4010,50	3944,81	4006,18	4006,18	3.966.850.000
07 sept 2022	3909,43	3987,89	3906,03	3979,87	3979,87	3.890.320.000
06 sept 2022	3930,89	3942,55	3886,75	3908,19	3908,19	4.127.340.000
02 sept 2022	3994,66	4018,43	3906,21	3924,26	3924,26	3.665.850.000
01 sept 2022	3936,73	3970,23	3903,65	3966,85	3966,85	4.152.250.000
31 ago 2022	4000,67	4015,37	3954,53	3955,00	3955,00	4.542.490.000
30 ago 2022	4041,25	4044,98	3965,21	3986,16	3986,16	3.835.860.000
29 ago 2022	4034,58	4062,99	4017,42	4030,61	4030,61	3.396.510.000
26 ago 2022	4198,74	4203,04	4057,66	4057,66	4057,66	3.832.750.000
25 ago 2022	4153,26	4200,54	4147,59	4199,12	4199,12	3.566.870.000
24 ago 2022	4126,55	4156,56	4119,97	4140,77	4140,77	3.583.630.000
23 ago 2022	4133,09	4159,77	4124,03	4128,73	4128,73	3.823.520.000
22 ago 2022	4195,08	4195,08	4129,86	4137,99	4137,99	3.907.430.000
19 ago 2022	4266,31	4266,31	4218,70	4228,48	4228,48	3.761.340.000
18 ago 2022	4273,13	4292,53	4261,98	4283,74	4283,74	3.340.330.000
17 ago 2022	4280,40	4302,18	4253,08	4274,04	4274,04	3.885.030.000
16 ago 2022	4290,46	4325,28	4277,77	4305,20	4305,20	4.329.820.000
15 ago 2022	4269,37	4301,79	4256,90	4297,14	4297,14	3.696.830.000
